CustomerID,churn_probability,CLTV,retention_priority,retention_tier
6618-RYATB,0.9954660897421831,5571,5545.741585953702,Critical
1323-OOEPC,0.855396140667956,6481,5543.822387669023,Critical
2720-WGKHP,0.9948852703241415,5569,5540.516070435144,Critical
8111-RKSPX,0.9765820744116613,5668,5535.267197765296,Critical
6599-RCLCJ,0.9428561759533022,5863,5527.965759614211,Critical
1565-RHDJD,0.9943524647930758,5552,5520.644884531157,Critical
0952-KMEEH,0.9973159670953148,5525,5510.170718201614,Critical
0867-MKZVY,0.9617749543387138,5719,5500.390963863105,Critical
3716-BDVDB,0.9489606869046326,5795,5499.227180612346,Critical
1260-TTRXI,0.9422045483215734,5834,5496.82133490806,Critical
7912-SYRQT,0.9967578795904222,5514,5496.1229480615875,Critical
4558-FANTW,0.9739220333718223,5643,5495.842034317193,Critical
6693-FRIRW,0.9231181895162659,5948,5490.70699124275,Critical
8644-XLFBW,0.9657462419379452,5674,5479.644176755901,Critical
1396-QWFBJ,0.9729983342845072,5630,5477.980622021776,Critical
1585-MQSSU,0.9636969931466366,5659,5453.561284216817,Critical
2004-OCQXK,0.9698677983562802,5622,5452.596762359008,Critical
0426-TIRNE,0.9864059557227081,5527,5451.865717279407,Critical
9436-ZBZCT,0.9974383665184321,5463,5449.005796290195,Critical
5281-BUZGT,0.9569267499778522,5692,5446.827060873935,Critical
1582-RAFML,0.9627378500274563,5654,5443.319804055238,Critical
1447-PJGGA,0.9400192922409404,5789,5441.7716827828035,Critical
4581-SSPWD,0.9921986707792443,5475,5432.287722516362,Critical
4892-VLANZ,0.9690968284879365,5600,5426.942239532445,Critical
0786-VSSUD,0.9529986252632544,5692,5424.468174998444,Critical
1902-XBTFB,0.9966450501650169,5438,5419.755782797362,Critical
8779-QRDMV,0.9966485318197771,5433,5414.791473376848,Critical
1320-HTRDR,0.9103331363209677,5948,5414.661494837116,Critical
5759-RCVCB,0.9932150591092506,5450,5413.022072145415,Critical
1374-DMZUI,0.9983942177174224,5419,5410.298265810712,Critical
9282-IZGQK,0.9521049412782948,5679,5407.003961519436,Critical
9944-HKVVB,0.9213696256137485,5861,5400.14737572218,Critical
5380-AFSSK,0.9925498208663852,5435,5394.508276408804,Critical
0533-BNWKF,0.9798688102496379,5502,5391.238193993508,Critical
5357-TZHPP,0.9376503088557516,5745,5386.801024376293,Critical
6683-VLCTZ,0.9894310302373472,5444,5386.462528612118,Critical
0637-KVDLV,0.9056547530164507,5944,5383.211851929783,Critical
9497-QCMMS,0.9718427847331135,5536,5380.121656282517,Critical
5277-ZLOOR,0.9759977216377507,5512,5379.6994416672815,Critical
1010-DIAUQ,0.9985644248572014,5383,5375.272299006316,Critical
3838-OZURD,0.9390606537257455,5723,5374.244121272442,Critical
2725-KXXWT,0.9829026458896929,5460,5366.648446557723,Critical
1444-VVSGW,0.9643620651164554,5563,5364.746168242841,Critical
9079-YEXQJ,0.9704696052714241,5527,5363.7855083351615,Critical
4102-OQUPX,0.9878376155181047,5429,5362.970414647791,Critical
7029-RPUAV,0.9728415726813999,5508,5358.411382329151,Critical
4201-JMNGR,0.9687818840392788,5527,5354.457473085094,Critical
9776-CLUJA,0.9314631311683264,5748,5354.05007795554,Critical
2794-XIMMO,0.9468722718380707,5650,5349.8283358850995,Critical
7242-QZLXF,0.9854183160732086,5421,5341.9526914328635,Critical
3721-CNEYS,0.9909863709411072,5390,5341.416539372568,Critical
1579-KLYDT,0.9971356680805509,5356,5340.658638239431,Critical
4786-UKSNZ,0.9852689638494356,5418,5338.187246136242,Critical
4612-THJBS,0.9517396942447408,5605,5334.500986241772,Critical
0618-XWMSS,0.9887736870914076,5392,5331.46772079687,Critical
2672-DZUOY,0.9898662637002194,5386,5331.419696289381,Critical
1626-ERCMM,0.9512823941234269,5604,5330.986536667684,Critical
8062-YBDOE,0.9120496642001158,5844,5330.0182375854765,Critical
6772-KSATR,0.9556400574319608,5574,5326.73768012575,Critical
2391-SOORI,0.9089068949346746,5858,5324.376590527324,Critical
4145-UQXUQ,0.9402917578497486,5662,5323.9319329452765,Critical
4662-EKDPQ,0.9962232558774066,5344,5323.817079408861,Critical
8473-VUVJN,0.9773565786317253,5443,5319.751857492481,Critical
3585-ISXZP,0.9970330857425838,5335,5319.171512436685,Critical
9305-CDSKC,0.9898920677376719,5372,5317.700187886773,Critical
1254-IZEYF,0.9912141220965511,5362,5314.890122681707,Critical
7734-DBOAI,0.9769270129759238,5434,5308.62138851117,Critical
8861-HGGKB,0.9309745616487475,5699,5305.624026836212,Critical
9430-FRQOC,0.949342436801577,5587,5303.976194410411,Critical
1660-HSOOQ,0.9928785867050695,5338,5299.985895831661,Critical
9851-KIELU,0.9130003214315322,5803,5298.140865267182,Critical
4317-VTEOA,0.9886160834406172,5355,5294.039126824506,Critical
8708-XPXHZ,0.9697776219548354,5458,5293.046260629491,Critical
4208-UFFGW,0.8966917151320257,5900,5290.481119278952,Critical
5028-GZLDO,0.9945677996229881,5317,5288.1169905954275,Critical
2235-ZGKPT,0.9814037695586804,5386,5285.840702843052,Critical
2868-MZAGQ,0.9531566383665312,5533,5273.815680082017,Critical
3223-WZWJM,0.8977429482577605,5869,5268.853363324796,Critical
5143-EGQFK,0.9232593643086751,5702,5264.424895288065,Critical
5389-FFVKB,0.9811851950276264,5365,5264.058571323216,Critical
2645-QTLMB,0.9985941716828095,5267,5259.595502253358,Critical
5159-YFPKQ,0.9975976407671496,5270,5257.339566842878,Critical
7786-WBJYI,0.9789067122882985,5365,5251.834511426721,Critical
3776-EKTKM,0.9903028477594306,5303,5251.576001668261,Critical
3070-DVEYC,0.9314236943236398,5638,5251.3667885966815,Critical
9223-UCPVT,0.909350623400353,5764,5241.496993279635,Critical
6615-ZGEDR,0.9182898159580367,5707,5240.679979672515,Critical
4598-XLKNJ,0.9810771948872082,5337,5236.00898911303,Critical
5054-IEXZT,0.9905039300440011,5284,5233.822766352501,Critical
0778-NELLA,0.9764999112942969,5352,5226.227525247077,Critical
3754-DXMRT,0.9228744493958022,5655,5218.855011333261,Critical
7198-GLXTC,0.994977917065823,5239,5212.689307507846,Critical
5294-CDGWY,0.924819527027344,5633,5209.508395745029,Critical
6617-WLBQC,0.876425704468622,5939,5205.092258839146,Critical
8603-IJWDN,0.9946807470606975,5228,5200.190945633327,Critical
5980-NOPLP,0.9274380380982634,5606,5199.2176415788645,Critical
0897-FEGMU,0.9827911401799727,5286,5195.033966991336,Critical
2180-DXNEG,0.9910703429428075,5239,5192.217526677368,Critical
3976-BWUCK,0.9873294911369841,5255,5188.4164759248515,Critical
3927-NLNRY,0.9566971287845799,5414,5179.558255239715,Critical
5175-AOBHI,0.9871500083442217,5246,5178.588943773787,Critical
4576-CSAJH,0.8820959630370308,5866,5174.374919175222,Critical
1383-EZRWL,0.9247234256768699,5595,5173.8275666620875,Critical
0772-GYEQQ,0.9937360952534279,5202,5169.415167508332,Critical
2082-OJVTK,0.9765767627475695,5292,5168.044228460138,Critical
1304-NECVQ,0.9926966187839179,5203,5165.000507532724,Critical
1981-INRFU,0.9980463331719882,5172,5161.895635165523,Critical
0256-LTHVJ,0.9922134871636769,5201,5160.502346738283,Critical
1571-SAVHK,0.9217631859386103,5598,5160.03031488434,Critical
4844-JJWUY,0.9613780191272208,5359,5152.024804502776,Critical
6023-YEBUP,0.962531127556493,5351,5150.504063554794,Critical
6168-WFVVF,0.9971486105859327,5165,5150.272573676342,Critical
0565-IYCGT,0.8256793742755658,6230,5143.982501736775,Critical
9488-HGMJH,0.9725642318059394,5287,5141.947093558002,Critical
8361-LTMKD,0.8804859983860298,5839,5141.157744576028,Critical
6777-TGHTM,0.9253395090627535,5550,5135.634275298282,Critical
4919-IKATY,0.997972477044909,5141,5130.576504487877,Critical
3923-CSIHK,0.892612273333252,5746,5128.950122572866,Critical
5914-DVBWJ,0.9965081232997997,5145,5127.034294377469,Critical
8413-VONUO,0.9613811317580174,5332,5126.084194533749,Critical
4514-GFCFI,0.9969965041843555,5136,5120.57404549085,Critical
0196-VULGZ,0.894853510183585,5721,5119.45693176029,Critical
7235-NXZCP,0.9517857903211144,5378,5118.703980346953,Critical
5875-YPQFJ,0.9530839789001092,5367,5115.201714756886,Critical
4951-UKAAQ,0.8587921193472166,5948,5108.095525877244,Critical
3746-EUBYR,0.8705502645000427,5861,5102.29510023475,Critical
0295-PPHDO,0.8556710590148617,5962,5101.510853846606,Critical
3763-GCZHZ,0.9261813037862032,5504,5097.7018960392625,Critical
8290-YWKHZ,0.9711297681970337,5247,5095.517893729836,Critical
0280-XJGEX,0.9538376401911454,5340,5093.492998620716,Critical
6680-NENYN,0.9694724208252041,5250,5089.7302093323215,Critical
5536-RTPWK,0.9858044767780498,5157,5083.793686744403,Critical
9254-RBFON,0.985137121404208,5160,5083.307546445713,Critical
9734-UYXQI,0.9936099746239458,5115,5082.315020201483,Critical
0337-CNPZE,0.9435582394208716,5383,5079.1740028025515,Critical
8943-URTMR,0.998941212367658,5082,5076.619241252438,Critical
3445-HXXGF,0.9322361970756876,5444,5075.093856880043,Critical
9681-OXGVC,0.979192947821195,5180,5072.21946971379,Critical
1262-OPMFY,0.992334055082096,5105,5065.8653511941,Critical
1965-AKTSX,0.9664061451669603,5203,5028.2111733036945,Critical
6087-MVHJH,0.9690372793392525,5186,5025.427330653363,Critical
8679-JOEVF,0.904400831729074,5556,5024.851021086735,Critical
8718-PTMEZ,0.9785626569749476,5131,5021.004992938456,Critical
2568-BRGYX,0.9854475926490255,5094,5019.870036954136,Critical
6038-GCYEC,0.9741422317287165,5153,5019.754920098077,Critical
4636-QRJKY,0.9974208248450982,5032,5019.021590620534,Critical
6651-AZVTJ,0.8241487582003754,6088,5017.417639923885,Critical
0475-RIJEP,0.9799135385719951,5107,5004.418441487179,Critical
6646-VRFOL,0.8534931838606417,5860,5001.47005742336,Critical
2081-VEYEH,0.8842283293550942,5653,4998.542745844347,Critical
2865-TCHJW,0.8602555829553832,5808,4996.364425804865,Critical
6583-QGCSI,0.8589097754891077,5813,4992.842524918184,Critical
0970-ETWGE,0.998691029364901,4996,4989.460382707045,Critical
6372-RFVNS,0.9830584835770049,5075,4989.0218041533,Critical
3207-OYBWH,0.7967624219592849,6259,4986.935999043164,Critical
0193-ESZXP,0.984033750431989,5067,4986.0990134388885,Critical
5956-VKDTT,0.9446452051728702,5273,4981.114166876545,Critical
5208-HFSBT,0.850729953904945,5855,4981.023880113453,Critical
5095-AESKG,0.8819313251979178,5646,4979.384262067444,Critical
5178-LMXOP,0.858841591296627,5795,4976.987021563953,Critical
9986-BONCE,0.8543664393785824,5822,4974.121410062106,Critical
4735-ASGMA,0.9944039784672053,4997,4969.036680400625,Critical
0148-DCDOS,0.8807454423319017,5641,4968.285040194257,Critical
7693-LCKZL,0.969010920982489,5124,4965.211959114274,Critical
4628-WQCQQ,0.8371476088328209,5928,4962.6110251609625,Critical
6993-OHLXR,0.9489375621595711,5225,4958.19876228376,Critical
3144-AUDBS,0.9399761884230435,5271,4954.614489177862,Critical
3006-XIMLN,0.9349513402712435,5299,4954.307152097319,Critical
1363-TXLSL,0.9977380969969494,4962,4950.776437298863,Critical
4818-QIUFN,0.9905771131756391,4997,4949.913834538669,Critical
1792-UXAFY,0.9733396060301684,5082,4946.511877845316,Critical
0564-JJHGS,0.9877352278737608,5007,4945.59028596392,Critical
8699-ASUFO,0.9951812281300455,4969,4945.055522578196,Critical
2382-BCKQJ,0.8829224272543257,5600,4944.365592624224,Critical
6032-KRXXO,0.8743054777293173,5654,4943.32317108156,Critical
9552-TGUZV,0.9130794038681468,5413,4942.498813138279,Critical
5129-JLPIS,0.8484615738963556,5822,4939.743283224582,Critical
9158-VCTQB,0.9938160425610679,4963,4932.30901923058,Critical
7394-FKDNK,0.9918319627471265,4971,4930.396686815966,Critical
4659-NZRUF,0.844883306674436,5830,4925.669677911962,Critical
9189-JWSHV,0.9964753529145106,4937,4919.598817338939,Critical
5597-GLBUC,0.9966857940520443,4931,4914.65765047063,Critical
6402-ZFPPI,0.9887113527747438,4969,4912.906711937701,Critical
4290-BSXUX,0.9748865017933253,5036,4909.528423031186,Critical
4554-YGZIH,0.9689334486100853,5059,4901.8343165184215,Critical
9206-GVPEQ,0.9390933596624736,5212,4894.554590560812,Critical
2719-BDAQO,0.9904135367252006,4940,4892.642871422491,Critical
8945-MUQUF,0.9641527033366984,5074,4892.110816730408,Critical
1150-WFARN,0.8868092126246734,5516,4891.639616837699,Critical
8972-HJWNV,0.9306818801260007,5245,4881.426461260874,Critical
4190-MFLUW,0.8235909151111669,5925,4879.776172033664,Critical
5923-GXUOC,0.9688945664628297,5035,4878.384142140348,Critical
7207-RMRDB,0.8525424328405639,5720,4876.542715848025,Critical
6702-OHFWR,0.9806854327193318,4972,4875.967971480518,Critical
5572-ZDXHY,0.9152851519123095,5313,4862.9100121101,Critical
4585-HETAI,0.967449846940754,5026,4862.40293072423,Critical
4959-JOSRX,0.9951661749106627,4884,4860.391598263676,Critical
1195-OIYEJ,0.9087132206446586,5347,4858.88959078699,Critical
5196-SGOAK,0.9934305623355034,4884,4851.914866446598,Critical
7893-IXHRQ,0.8591361759206569,5636,4842.091487488822,Critical
8276-MQBYC,0.7796294855834347,6204,4836.8213285596285,Critical
1493-AMTIE,0.8966143372718597,5394,4836.337735244411,Critical
2108-YKQTY,0.9805074761198205,4930,4833.901857270715,Critical
4826-XTSOH,0.9966158725121225,4843,4826.6106705762095,Critical
9866-QEVEE,0.9936021067617778,4857,4825.925432541955,Critical
7892-POOKP,0.9636547127284444,5003,4821.164527780407,Critical
1240-KNSEZ,0.977243235638945,4933,4820.740881406916,Critical
8634-MPHTR,0.9324068210648938,5166,4816.8136376212415,Critical
7825-GKXMW,0.805785341603784,5973,4812.955845399402,Critical
6270-OMFIW,0.9643127690762249,4990,4811.920717690362,Critical
9300-RENDD,0.9984241483752235,4815,4807.4122744267015,Critical
9546-CQJSU,0.9412437169348385,5100,4800.342956367676,Critical
7239-HZZCX,0.988958813412859,4851,4797.439203865779,Critical
6956-SMUCM,0.915802452738531,5236,4795.141642538948,Critical
7156-MHUGY,0.8887112615635069,5394,4793.708544873556,Critical
8118-LSUEL,0.8704297180376216,5507,4793.456457233182,Critical
8580-AECUZ,0.9581484068314413,5001,4791.700182564038,Critical
9689-PTNPG,0.9473381713331939,5055,4788.794456089295,Critical
5013-SBUIH,0.8176497888050671,5855,4787.339513453668,Critical
4629-NRXKX,0.841777773189973,5687,4787.190196131377,Critical
2398-YPMUR,0.9373708294009118,5101,4781.528600774051,Critical
9725-SCPZG,0.9394963944392808,5086,4778.278662118182,Critical
9019-QVLZD,0.9397855905380569,5082,4775.990371114405,Critical
4550-VBOFE,0.9533186515517511,5005,4771.359851016514,Critical
5233-GEEAX,0.7987629591302431,5971,4769.413628966681,Critical
2971-SGAFL,0.8466792835683735,5631,4767.651045773511,Critical
5383-MMTWC,0.9879413103194765,4819,4760.889174429557,Critical
8938-UMKPI,0.9908067129305074,4804,4759.835448918157,Critical
2685-SREOM,0.9929862462146146,4793,4759.383078106648,Critical
1024-GUALD,0.9806166201518223,4851,4756.97122435649,Critical
7181-BQYBV,0.988292248111075,4811,4754.674005662382,Critical
7963-GQRMY,0.9695520533554329,4903,4753.713717601688,Critical
2688-BHGOG,0.8180107364848669,5811,4753.460389713561,Critical
3946-MHCZW,0.9298825044130297,5111,4752.629480054995,Critical
0836-SEYLU,0.9895900700069037,4800,4750.032336033138,Critical
1236-WFCDV,0.9941497368152047,4777,4749.0532927662325,Critical
7663-RGWBC,0.9947694036636322,4773,4748.034363686516,Critical
7587-RZNME,0.9784222325333617,4849,4744.369405554271,Critical
2722-VOJQL,0.9738183780977785,4870,4742.495501336181,Critical
8739-WWKDU,0.9773327127435395,4849,4739.086324093423,Critical
2869-ADAWR,0.9710104822894912,4880,4738.531153572717,Critical
0727-IWKVK,0.9979842621333895,4748,4738.429276609333,Critical
1513-XNPPH,0.938798023813419,5047,4738.113626186326,Critical
7779-LGOVN,0.9467920237259199,4990,4724.4921983923405,Critical
5876-HZVZM,0.9604352507283167,4914,4719.578822078948,Critical
3097-NQYSN,0.9063766211368601,5204,4716.78393639622,Critical
1086-LXKFY,0.9866790254307357,4779,4715.339062533486,Critical
3707-GNWHM,0.992555636995112,4750,4714.639275726782,Critical
8614-VGMMV,0.9033561179627976,5209,4705.5820184682125,Critical
5364-XYIRR,0.9911361841571981,4747,4704.923466194219,Critical
4806-HIPDW,0.8328743399878514,5644,4700.742774891433,Critical
7845-URHJN,0.9821746632193217,4785,4699.705763504454,Critical
2929-QNSRW,0.9618671362662421,4886,4699.682827796859,Critical
4952-YSOGZ,0.8323357322977755,5640,4694.373530159453,Critical
6394-MFYNG,0.947074180002727,4956,4693.699636093515,Critical
1066-JKSGK,0.9713646108982825,4832,4693.633799860501,Critical
1867-BDVFH,0.924167586820884,5075,4690.150503115986,Critical
7517-SAWMO,0.993371057148002,4718,4686.7246476242735,Critical
3398-FSHON,0.9963558223664611,4703,4685.861432589467,Critical
7270-BDIOA,0.9876916297828078,4739,4680.670633540726,Critical
3143-ILDAL,0.9684218224021547,4830,4677.477402202408,Critical
0623-IIHUG,0.9776783084409946,4778,4671.3469577310725,Critical
7180-PISOG,0.8410529762865211,5554,4671.208230295339,Critical
7317-GGVPB,0.9373053501474736,4982,4669.655254434713,Critical
6715-OFDBP,0.944032010551973,4944,4667.294260168955,Critical
3096-IZETN,0.9841184174511348,4741,4665.70541713583,Critical
5868-YWPDW,0.7994657973803874,5834,4664.08346191718,Critical
2894-QOJRX,0.927710830922679,5024,4660.8192145555395,Critical
1502-XFCVR,0.7892883037317032,5902,4658.379568624512,Critical
2157-MXBJS,0.9697095069125794,4800,4654.605633180381,Critical
8450-JOVAH,0.8367712909889439,5560,4652.448377898528,Critical
2718-GAXQD,0.9693925203805998,4797,4650.175920265737,Critical
1527-SXDPN,0.978360050212142,4751,4648.1885985578865,High
6959-UWKHF,0.9481701457943256,4895,4641.292863663223,High
9647-ERGBE,0.9948587857626432,4664,4640.021376796968,High
7854-FOKSF,0.9768190599287329,4747,4636.9600774816945,High
5834-ASPWA,0.8401243330729656,5518,4635.806069896625,High
4116-TZAQJ,0.8594382019771666,5393,4634.950223262859,High
1875-QIVME,0.9871827810550199,4690,4629.887243148043,High
4749-VFKVB,0.9687017720815627,4778,4628.457067005706,High
6121-VZNQB,0.7855990820900478,5890,4627.178593510382,High
7145-FEJWU,0.7824443748454766,5913,4626.593588461303,High
4282-YMKNA,0.92466470177658,5003,4626.09750298823,High
8802-UNOJF,0.8308033839938547,5565,4623.420831925801,High
8111-SLLHI,0.9856522847954261,4687,4619.752258836163,High
4432-ADRLB,0.9918905875917753,4655,4617.250685239714,High
4501-EQDRN,0.9975179788465626,4620,4608.533062271119,High
9565-DJPIB,0.9823107013426439,4689,4606.054878595657,High
0023-HGHWL,0.8464334222950016,5437,4602.058517017924,High
4816-JBHOV,0.9955833776306254,4618,4597.604037898228,High
5568-DMXZS,0.8784356461019024,5227,4591.583122174644,High
3957-LXOLK,0.9127646130294045,5030,4591.2060035379045,High
8519-IMDHU,0.9210939201885204,4981,4587.968816459021,High
4412-YLTKF,0.9885576877613566,4638,4584.930555837172,High
6797-LNAQX,0.9558112007573449,4794,4582.158896430712,High
3208-YPIOE,0.9756782175176664,4696,4581.784909462961,High
7486-KSRVI,0.9619203335556968,4760,4578.740787725117,High
2919-HBCJO,0.995197849714836,4580,4558.0061516939495,High
0674-EYYZV,0.7746792851882024,5882,4556.663555477006,High
0322-YINQP,0.800989083919506,5687,4555.224920250231,High
2606-RMDHZ,0.9758379554725425,4667,4554.235738190356,High
3620-MWJNE,0.7915099425883818,5753,4553.556699710961,High
0461-CVKMU,0.7909977710280695,5737,4537.954212388035,High
8019-ENHXU,0.981025905766364,4624,4536.263788263667,High
9185-TQCVP,0.996867181921564,4550,4535.745677743116,High
5685-IIXLY,0.9922736757793061,4565,4529.729329932533,High
7703-ZEKEF,0.7943510938548191,5701,4528.595586066323,High
4603-JANFB,0.9953973959458882,4548,4527.0673567619,High
0236-HFWSV,0.8596183754259016,5264,4525.031128241946,High
1205-WNWPJ,0.9703660618276503,4661,4522.876214178678,High
5673-FSSMF,0.9802396506916011,4611,4519.885029338973,High
9606-PBKBQ,0.9852537968113989,4584,4516.403404583452,High
8168-UQWWF,0.7957067399045614,5674,4514.840042218481,High
7459-RRWQZ,0.9445157904902448,4780,4514.78547854337,High
4587-NUKOX,0.8450951853529696,5339,4511.963194599504,High
9249-FXSCK,0.9281779778924079,4861,4511.873150534994,High
8020-BWHYL,0.9967115452409064,4526,4511.116453760343,High
0156-FVPTA,0.8836565903389371,5102,4508.415923909257,High
2079-FBMZK,0.7745869040772508,5816,4504.997434113291,High
3009-JWMPU,0.8976797977931322,5016,4502.761865730351,High
9332-GYWLO,0.7855942149734886,5729,4500.669257583116,High
7359-SSBJK,0.7400968946872089,6080,4499.78911969823,High
0311-UNPFF,0.916195751895675,4910,4498.521141807764,High
3982-XWFZQ,0.9228324938750947,4873,4496.962742653336,High
4404-HIBDJ,0.8688459525202509,5175,4496.277804292298,High
6646-QVXLR,0.889992213488103,5052,4496.240662541896,High
8337-UPOAQ,0.8767785162645481,5124,4492.613117339544,High
0257-ZESQC,0.9920297969208778,4517,4480.998592691605,High
4910-AQFFX,0.9885132261373496,4533,4480.930454080606,High
9821-POOTN,0.9657121262257194,4639,4479.938553561113,High
4797-AXPXK,0.9886185526762381,4531,4479.430662176035,High
7579-OOPEC,0.8200034657950164,5461,4478.038926706585,High
8515-OCTJS,0.9073537908581691,4931,4474.161542721632,High
3683-QKIUE,0.9492811545922125,4713,4473.9620815930975,High
6142-VSJQO,0.9725113431189533,4599,4472.579667004066,High
6317-YPKDH,0.9860103390043053,4534,4470.57087704552,High
1346-UFHAX,0.8013633021840177,5577,4469.203136280267,High
4818-DRBQT,0.8602397211775418,5189,4463.783913190265,High
4871-JTKJF,0.9413595568029456,4741,4462.985658802765,High
3424-NMNBO,0.9414990880268372,4739,4461.764178159182,High
2514-GINMM,0.9936789700252507,4490,4461.618575413376,High
1455-UGQVH,0.9906374955356285,4501,4458.859367405864,High
2408-TZMJL,0.9685329561613001,4601,4456.2201312981415,High
6017-PPLPX,0.9332909240605927,4773,4454.597580541209,High
1809-DMJHQ,0.9188488715310739,4846,4452.741631439584,High
